0 0;0 1
123457145 12341309;123457146 12341309
123457048 12341302;123457049 12341302
123456962 12341340;123456963 12341340
123457161 12341325;123457160 12341325
123457281 12341349;123457282 12341349
123457266 12341260;123457267 12341260
123457228 12341270;123457229 12341270
123457000 12341424;123456999 12341424
123456856 12341386;123456857 12341386
123457243 12341421;123457244 12341421
123457080 12341262;123457080 12341261
123456976 12341368;123456975 12341368
123457108 12341362;123457107 12341362
123456982 12341410;123456983 12341410
123456834 12341366;123456835 12341366
123457141 12341327;123457141 12341326
123456876 12341266;123456877 12341266
123456844 12341274;123456843 12341274
123457060 12341256;123457060 12341257
123456917 12341307;123456918 12341307
123456825 12341325;123456824 12341325
123456888 12341356;123456887 12341356
123457062 12341236;123457061 12341236
123457044 12341450;123457045 12341450
123457122 12341364;123457122 12341365
123456792 12341280;123456791 12341280
123456822 12341372;123456821 12341372
123457100 12341468;123457099 12341468
123456955 12341263;123456956 12341263
123457268 12341446;123457269 12341446
123457262 12341240;123457261 12341240
123457120 12341366;123457119 12341366
123456961 12341449;123456962 12341449
123456818 12341408;123456817 12341408
123457033 12341391;123457032 12341391
123456789 12341341;123456790 12341341
123457170 12341242;123457169 12341242
123457206 12341272;123457207 12341272
123457186 12341370;123457187 12341370
123456804 12341286;123456803 12341286
123457206 12341438;123457207 12341438
123457208 12341396;123457207 12341396
123457075 12341405;123457074 12341405
123456957 12341287;123456956 12341287
123457272 12341436;123457273 12341436
123457099 12341285;123457100 12341285
123457055 12341455;123457055 12341454
123456959 12341341;123456958 12341341
123457034 12341458;123457033 12341458
123457085 12341457;123457085 12341458
123456983 12341307;123456982 12341307
123456964 12341324;123456963 12341324
123457008 12341428;123457008 12341429
123457169 12341405;123457168 12341405
123456860 12341352;123456861 12341352
123456812 12341364;123456811 12341364
123457129 12341389;123457130 12341389
123457003 12341271;123457003 12341272
123457257 12341477;123457256 12341477
123456850 12341412;123456849 12341412
123456816 12341268;123456817 12341268
123456918 12341332;123456917 12341332
123457232 12341236;123457233 12341236
123457067 12341455;123457068 12341455
123457088 12341370;123457089 12341370
123456882 12341250;123456883 12341250
123456845 12341411;123456844 12341411
123457124 12341308;123457123 12341308
123456837 12341421;123456837 12341422
123456873 12341327;123456874 12341327
123456829 12341345;123456828 12341345
123457190 12341438;123457191 12341438
123456847 12341321;123456846 12341321
123457044 12341274;123457043 12341274
123456912 12341470;123456911 12341470
123457217 12341309;123457218 12341309
123457240 12341438;123457239 12341438
123457000 12341442;123456999 12341442
123457190 12341430;123457190 12341431
123457000 12341282;123457001 12341282
123457018 12341404;123457019 12341404
123457030 12341462;123457031 12341462
123456901 12341449;123456901 12341448
123457211 12341333;123457210 12341333
123457059 12341335;123457060 12341335
123457007 12341447;123457007 12341446
123456894 12341312;123456895 12341312
123457117 12341303;123457116 12341303
123457032 12341432;123457032 12341431
123457134 12341402;123457134 12341403
123456844 12341288;123456844 12341287
123456841 12341373;123456841 12341374
123457235 12341429;123457235 12341430
123457082 12341248;123457083 12341248
123457034 12341414;123457034 12341415
123456941 12341397;123456940 12341397
123456903 12341339;123456902 12341339
123457013 12341365;123457014 12341365
123457046 12341240;123457047 12341240
123457284 12341288;123457285 12341288
123457246 12341312;123457247 12341312
123456932 12341400;123456933 12341400
123457019 12341411;123457020 12341411
123456916 12341378;123456915 12341378
123457234 12341478;123457235 12341478
123457191 12341277;123457190 12341277
123456924 12341268;123456924 12341269
123457172 12341476;123457171 12341476
123456887 12341299;123456886 12341299
123456953 12341401;123456952 12341401
123457235 12341319;123457236 12341319
123457072 12341236;123457073 12341236
123456918 12341288;123456917 12341288
123456882 12341340;123456882 12341341
123456960 12341268;123456960 12341269
123457008 12341268;123457008 12341267
123456821 12341421;123456822 12341421
123457277 12341317;123457276 12341317
123456937 12341351;123456937 12341350
123457134 12341270;123457135 12341270
123457209 12341289;123457209 12341290
123457095 12341405;123457094 12341405
123457135 12341387;123457135 12341386
123456813 12341387;123456814 12341387
123457207 12341361;123457208 12341361
123457009 12341453;123457009 12341452
123457281 12341255;123457282 12341255
123456827 12341253;123456827 12341252
123457217 12341407;123457218 12341407
123457032 12341472;123457033 12341472
123457208 12341416;123457208 12341417
123457200 12341280;123457201 12341280
123456808 12341336;123456807 12341336
123457094 12341396;123457093 12341396
123457174 12341422;123457175 12341422
123457136 12341380;123457137 12341380
123456904 12341430;123456904 12341431
123457224 12341332;123457224 12341333
123456930 12341446;123456931 12341446
123456865 12341327;123456866 12341327
123457216 12341262;123457216 12341261
123456857 12341313;123456856 12341313
123456957 12341403;123456958 12341403
123456951 12341465;123456952 12341465
123456942 12341394;123456943 12341394
123456895 12341455;123456896 12341455
123456807 12341273;123456807 12341274
123456916 12341420;123456916 12341421
123457261 12341459;123457262 12341459
123457052 12341340;123457053 12341340
123456834 12341416;123456835 12341416
123456883 12341433;123456882 12341433
123457044 12341334;123457044 12341335
123457158 12341312;123457159 12341312
123457056 12341362;123457057 12341362
123457250 12341452;123457251 12341452
123457196 12341446;123457197 12341446
123457197 12341461;123457198 12341461
123456858 12341352;123456859 12341352
123457089 12341323;123457089 12341322
123457148 12341446;123457147 12341446
123457189 12341275;123457190 12341275
123456912 12341434;123456913 12341434
123456958 12341290;123456959 12341290
123457164 12341334;123457165 12341334
123457210 12341254;123457211 12341254
123456823 12341361;123456824 12341361
123457149 12341317;123457148 12341317
123457259 12341467;123457260 12341467
123457096 12341428;123457097 12341428
123456981 12341305;123456980 12341305
123456870 12341446;123456871 12341446
123457195 12341337;123457194 12341337
123457287 12341435;123457288 12341435
123456827 12341391;123456826 12341391
123456963 12341395;123456964 12341395
123456853 12341349;123456852 12341349
123457261 12341453;123457262 12341453
123456914 12341272;123456915 12341272
123456932 12341344;123456933 12341344
123456956 12341396;123456957 12341396
123456951 12341459;123456951 12341460
123457022 12341450;123457022 12341451
123456867 12341403;123456868 12341403
123456857 12341481;123456858 12341481
123456926 12341406;123456925 12341406
123457167 12341317;123457167 12341318
123457006 12341320;123457005 12341320
123456825 12341423;123456826 12341423
123456872 12341298;123456872 12341297
123457116 12341456;123457116 12341455
123457271 12341331;123457272 12341331
123456942 12341266;123456942 12341267
123457105 12341467;123457105 12341468
123457247 12341371;123457246 12341371
123457277 12341409;123457276 12341409
123457085 12341261;123457084 12341261
123456915 12341425;123456916 12341425
123456997 12341267;123456997 12341266
123456916 12341360;123456915 12341360
123456873 12341331;123456874 12341331
123457058 12341342;123457057 12341342
123457034 12341248;123457035 12341248
123457167 12341239;123457168 12341239
123457011 12341313;123457012 12341313
123456972 12341452;123456971 12341452
123456880 12341248;123456879 12341248
123456889 12341353;123456888 12341353
123457069 12341267;123457069 12341268
123457084 12341478;123457084 12341479
123456925 12341235;123456925 12341236
123456911 12341265;123456912 12341265
123456951 12341445;123456952 12341445
123457113 12341271;123457113 12341270
123456890 12341374;123456889 12341374
123457001 12341261;123457000 12341261
123456891 12341389;123456892 12341389
123456882 12341374;123456883 12341374
123457213 12341389;123457213 12341388
123457196 12341334;123457195 12341334
123456849 12341387;123456850 12341387
123456971 12341447;123456972 12341447
123456821 12341373;123456822 12341373
123456953 12341431;123456952 12341431
123456986 12341328;123456985 12341328
123456802 12341468;123456801 12341468
123457014 12341448;123457013 12341448
123457193 12341405;123457194 12341405
123457236 12341240;123457237 12341240
123457204 12341476;123457205 12341476
123457064 12341400;123457063 12341400
123457162 12341270;123457161 12341270
123457153 12341323;123457152 12341323
123456893 12341321;123456892 12341321
123456863 12341315;123456864 12341315
123457090 12341302;123457091 12341302
123457091 12341255;123457090 12341255
123456863 12341241;123456864 12341241
123457128 12341346;123457129 12341346
123457235 12341465;123457236 12341465
123456987 12341351;123456988 12341351
123456833 12341301;123456832 12341301
123456884 12341480;123456884 12341479
123456931 12341237;123456932 12341237
123457226 12341300;123457227 12341300
123456815 12341481;123456814 12341481
123457043 12341361;123457042 12341361
123457008 12341470;123457007 12341470
123457119 12341389;123457118 12341389
123456920 12341418;123456921 12341418
123457261 12341293;123457262 12341293
123457016 12341366;123457017 12341366
123456891 12341319;123456892 12341319
123457006 12341274;123457006 12341275
123456905 12341375;123456904 12341375
123457274 12341370;123457275 12341370
123457092 12341424;123457092 12341423
123456849 12341391;123456850 12341391
123456934 12341248;123456933 12341248
123457211 12341469;123457212 12341469
123457206 12341442;123457205 12341442
123457237 12341425;123457238 12341425
123457209 12341349;123457210 12341349
123457085 12341459;123457086 12341459
123456987 12341245;123456988 12341245
123457102 12341348;123457101 12341348
123456893 12341323;123456894 12341323
123457042 12341354;123457041 12341354
123456869 12341239;123456870 12341239
123457084 12341452;123457085 12341452
123457020 12341312;123457021 12341312
123457055 12341405;123457056 12341405
123457040 12341234;123457039 12341234
123456831 12341293;123456830 12341293
123456807 12341385;123456806 12341385
123457007 12341309;123457006 12341309
123456913 12341373;123456912 12341373
123457047 12341267;123457046 12341267
123457271 12341267;123457272 12341267
123457199 12341249;123457198 12341249
123457145 12341407;123457144 12341407
123457073 12341353;123457072 12341353
123457206 12341344;123457207 12341344
123457149 12341453;123457148 12341453
123456940 12341414;123456941 12341414
123457027 12341329;123457026 12341329
123457243 12341261;123457242 12341261
123457163 12341427;123457163 12341426
123457224 12341474;123457224 12341473
123457182 12341322;123457182 12341323
123456879 12341379;123456879 12341380
123456914 12341314;123456915 12341314
123457222 12341416;123457223 12341416
123456790 12341250;123456791 12341250
123457191 12341451;123457192 12341451
123457286 12341426;123457285 12341426
123457048 12341450;123457049 12341450
123457006 12341406;123457005 12341406
123457018 12341274;123457017 12341274
123457201 12341257;123457202 12341257
123457127 12341381;123457127 12341380
123456812 12341238;123456812 12341237
123456940 12341452;123456939 12341452
123457227 12341295;123457226 12341295
123456983 12341337;123456984 12341337
123456850 12341482;123456849 12341482
123457285 12341277;123457284 12341277
123456919 12341467;123456918 12341467
123457231 12341289;123457232 12341289
123457145 12341413;123457144 12341413
123456865 12341373;123456864 12341373
